Entity,Continents,Code,Year,"Cardiovascular diseases per 100,000 people, in both sexes aged all ages"
Iceland,Europe,ISL,1998,174.83276
Iceland,Europe,ISL,1999,187.8078
Iceland,Europe,ISL,2000,166.58582
Iceland,Europe,ISL,2001,153.20316
Iceland,Europe,ISL,2002,161.58913
Iceland,Europe,ISL,2003,151.32216
Iceland,Europe,ISL,2004,151.962
Iceland,Europe,ISL,2005,130.57668
Iceland,Europe,ISL,2006,136.958
Iceland,Europe,ISL,2007,127.98319
Iceland,Europe,ISL,2008,126.73408
Iceland,Europe,ISL,2009,125.87849
Iceland,Europe,ISL,2010,120.39073
Iceland,Europe,ISL,2011,112.190155
Iceland,Europe,ISL,2012,103.604774
Iceland,Europe,ISL,2013,107.49279
Iceland,Europe,ISL,2014,99.97064
Iceland,Europe,ISL,2021,84.77589
Iceland,Europe,ISL,2020,89.51139
Iceland,Europe,ISL,2019,92.14443
Iceland,Europe,ISL,2018,90.138565
Iceland,Europe,ISL,2017,95.69419
Iceland,Europe,ISL,2016,101.01311
Iceland,Europe,ISL,2015,108.610535
Iran,Asia,IRN,2013,228.4941
Iran,Asia,IRN,2014,218.43591
Iran,Asia,IRN,2016,212.16447
Iran,Asia,IRN,2015,249.09448
Iraq,Asia,IRQ,2008,360.16647
Iraq,Asia,IRQ,2016,307.7126
Iraq,Asia,IRQ,2015,280.06818
Ireland,Europe,IRL,1950,418.425
Ireland,Europe,IRL,1951,455.0308
Ireland,Europe,IRL,1952,420.9775
Ireland,Europe,IRL,1953,419.9392
Ireland,Europe,IRL,1954,457.22025
Ireland,Europe,IRL,1955,488.99387
Ireland,Europe,IRL,1956,455.55615
Ireland,Europe,IRL,1957,458.23035
Ireland,Europe,IRL,1958,471.83478
Ireland,Europe,IRL,1959,464.59106
Ireland,Europe,IRL,1960,456.07925
Ireland,Europe,IRL,1961,475.28265
Ireland,Europe,IRL,1962,470.8974
Ireland,Europe,IRL,1963,471.06094
Ireland,Europe,IRL,1964,447.75665
Ireland,Europe,IRL,1965,467.81525
Ireland,Europe,IRL,1966,485.56635
Ireland,Europe,IRL,1967,444.34763
Ireland,Europe,IRL,1968,474.96814
Ireland,Europe,IRL,1969,472.25192
Ireland,Europe,IRL,1970,456.21637
Ireland,Europe,IRL,1971,437.3577
Ireland,Europe,IRL,1972,465.05774
Ireland,Europe,IRL,1973,458.01096
Ireland,Europe,IRL,1974,469.8717
Ireland,Europe,IRL,1975,443.82425
Ireland,Europe,IRL,1976,443.9
Ireland,Europe,IRL,1977,447.2904
Ireland,Europe,IRL,1978,432.7497
Ireland,Europe,IRL,1979,434.84756
Ireland,Europe,IRL,1980,424.14743
Ireland,Europe,IRL,1981,410.84882
Ireland,Europe,IRL,1982,399.68167
Ireland,Europe,IRL,1983,405.41742
Ireland,Europe,IRL,1984,376.3608
Ireland,Europe,IRL,1985,385.15988
Ireland,Europe,IRL,1986,380.61658
Ireland,Europe,IRL,1987,344.46738
Ireland,Europe,IRL,1988,339.06396
Ireland,Europe,IRL,1989,332.315
Ireland,Europe,IRL,1990,313.09534
Ireland,Europe,IRL,1991,303.83966
Ireland,Europe,IRL,1992,291.63547
Ireland,Europe,IRL,1993,298.43964
Ireland,Europe,IRL,1994,287.05356
Ireland,Europe,IRL,1995,286.58704
Ireland,Europe,IRL,1996,273.73993
Ireland,Europe,IRL,1997,261.627
Ireland,Europe,IRL,1998,252.412
Ireland,Europe,IRL,1999,251.26056
Ireland,Europe,IRL,2000,234.03299
Ireland,Europe,IRL,2001,214.84377
Ireland,Europe,IRL,2002,205.79167
Ireland,Europe,IRL,2003,190.20445
Ireland,Europe,IRL,2004,179.05388
Ireland,Europe,IRL,2005,164.22404
Ireland,Europe,IRL,2006,158.0811
Ireland,Europe,IRL,2007,154.3781
Ireland,Europe,IRL,2008,148.87445
Ireland,Europe,IRL,2009,141.66309
Ireland,Europe,IRL,2010,133.9125
Ireland,Europe,IRL,2011,126.45774
Ireland,Europe,IRL,2012,125.91924
Ireland,Europe,IRL,2013,122.15439
Ireland,Europe,IRL,2014,116.58649
Ireland,Europe,IRL,2018,100.59688
Ireland,Europe,IRL,2015,114.09944
Israel,Asia,ISR,1975,390.62015
Israel,Asia,ISR,1976,374.10538
Israel,Asia,ISR,1977,375.31418
Israel,Asia,ISR,1978,350.39175
Israel,Asia,ISR,1979,345.5016
Israel,Asia,ISR,1980,352.70908
Israel,Asia,ISR,1981,334.93787
Israel,Asia,ISR,1982,344.3291
Israel,Asia,ISR,1983,294.4146
Israel,Asia,ISR,1984,285.85846
Israel,Asia,ISR,1985,277.67435
Israel,Asia,ISR,1986,293.6219
Israel,Asia,ISR,1987,279.93887
Israel,Asia,ISR,1988,265.178
Israel,Asia,ISR,1989,250.28935
Israel,Asia,ISR,1990,232.77182
Israel,Asia,ISR,1991,240.36768
Israel,Asia,ISR,1992,236.69505
Israel,Asia,ISR,1993,236.6618
Israel,Asia,ISR,1994,237.17937
Israel,Asia,ISR,1995,230.32362
Israel,Asia,ISR,1996,183.15756
Israel,Asia,ISR,1997,170.56403
Israel,Asia,ISR,1998,175.43614
Israel,Asia,ISR,1999,149.50603
Israel,Asia,ISR,2000,146.48653
Israel,Asia,ISR,2001,138.5854
Israel,Asia,ISR,2002,133.20407
Israel,Asia,ISR,2003,128.12213
Israel,Asia,ISR,2004,121.86941
Israel,Asia,ISR,2005,118.04507
Israel,Asia,ISR,2006,110.21231
Israel,Asia,ISR,2007,111.700584
Israel,Asia,ISR,2008,98.24576
Israel,Asia,ISR,2009,89.023766
Israel,Asia,ISR,2010,87.528145
Israel,Asia,ISR,2011,86.284355
Israel,Asia,ISR,2012,81.780334
Israel,Asia,ISR,2013,78.97137
Israel,Asia,ISR,2014,76.29861
Israel,Asia,ISR,2020,65.72757
Israel,Asia,ISR,2019,67.589264
Israel,Asia,ISR,2018,66.528854
Israel,Asia,ISR,2017,70.817406
Israel,Asia,ISR,2016,73.987785
Israel,Asia,ISR,2015,76.69726
Italy,Europe,ITA,1951,398.51718
Italy,Europe,ITA,1952,401.30814
Italy,Europe,ITA,1953,418.85907
Italy,Europe,ITA,1954,394.04114
Italy,Europe,ITA,1955,390.38916
Italy,Europe,ITA,1956,450.3522
Italy,Europe,ITA,1957,428.02737
Italy,Europe,ITA,1958,396.73383
Italy,Europe,ITA,1959,385.16733
Italy,Europe,ITA,1960,401.43716
Italy,Europe,ITA,1961,379.69226
Italy,Europe,ITA,1962,410.21283
Italy,Europe,ITA,1963,408.6426
Italy,Europe,ITA,1964,385.59714
Italy,Europe,ITA,1965,407.9518
Italy,Europe,ITA,1966,378.72177
Italy,Europe,ITA,1967,384.26096
Italy,Europe,ITA,1968,395.25757
Italy,Europe,ITA,1969,387.40897
Italy,Europe,ITA,1970,359.01834
Italy,Europe,ITA,1971,360.90683
Italy,Europe,ITA,1972,353.4195
Italy,Europe,ITA,1973,373.4598
Italy,Europe,ITA,1974,351.4076
Italy,Europe,ITA,1975,356.45615
Italy,Europe,ITA,1976,353.02893
Italy,Europe,ITA,1977,342.31808
Italy,Europe,ITA,1978,332.58765
Italy,Europe,ITA,1979,319.24606
Italy,Europe,ITA,1980,316.427
Italy,Europe,ITA,1981,299.28928
Italy,Europe,ITA,1982,301.86322
Italy,Europe,ITA,1983,312.5384
Italy,Europe,ITA,1984,283.50488
Italy,Europe,ITA,1985,276.7691
Italy,Europe,ITA,1986,264.3809
Italy,Europe,ITA,1987,250.69601
Italy,Europe,ITA,1988,240.40703
Italy,Europe,ITA,1989,228.72049
Italy,Europe,ITA,1990,223.904
Italy,Europe,ITA,1991,223.62767
Italy,Europe,ITA,1992,216.76074
Italy,Europe,ITA,1993,214.33339
Italy,Europe,ITA,1994,209.44225
Italy,Europe,ITA,1995,204.39108
Italy,Europe,ITA,1996,194.29759
Italy,Europe,ITA,1997,191.05998
Italy,Europe,ITA,1998,192.75742
Italy,Europe,ITA,1999,183.13785
Italy,Europe,ITA,2000,174.53062
Italy,Europe,ITA,2001,165.55501
Italy,Europe,ITA,2002,160.6849
Italy,Europe,ITA,2003,160.22546
Italy,Europe,ITA,2004,145.32668
Italy,Europe,ITA,2005,146.52666
Italy,Europe,ITA,2006,133.5276
Italy,Europe,ITA,2007,130.33586
Italy,Europe,ITA,2008,126.50934
Italy,Europe,ITA,2009,121.99988
Italy,Europe,ITA,2010,116.20376
Italy,Europe,ITA,2011,115.71926
Italy,Europe,ITA,2012,115.42607
Italy,Europe,ITA,2013,108.26857
Italy,Europe,ITA,2014,104.279594
Italy,Europe,ITA,2019,90.439316
Italy,Europe,ITA,2018,96.29613
Italy,Europe,ITA,2017,102.26082
Italy,Europe,ITA,2016,100.028244
Italy,Europe,ITA,2015,110.12326
Jamaica,North America,JAM,1960,351.03876
Jamaica,North America,JAM,1961,348.72284
Jamaica,North America,JAM,1965,375.56607
Jamaica,North America,JAM,1967,357.25375
Jamaica,North America,JAM,1977,346.32434
Jamaica,North America,JAM,1980,261.40497
Jamaica,North America,JAM,1981,270.6484
Jamaica,North America,JAM,1982,260.0488
Jamaica,North America,JAM,1983,251.50133
Jamaica,North America,JAM,1984,307.80154
Jamaica,North America,JAM,1985,271.66342
Jamaica,North America,JAM,1986,242.10974
Jamaica,North America,JAM,1987,254.10985
Jamaica,North America,JAM,1988,226.68372
Jamaica,North America,JAM,1989,238.21617
Jamaica,North America,JAM,1990,214.20856
Jamaica,North America,JAM,1991,189.46585
Jamaica,North America,JAM,2000,185.97723
Jamaica,North America,JAM,2001,169.39175
Jamaica,North America,JAM,2002,145.90721
Jamaica,North America,JAM,2003,164.59619
Jamaica,North America,JAM,2004,172.57121
Jamaica,North America,JAM,2005,160.09557
Jamaica,North America,JAM,2006,156.8966
Jamaica,North America,JAM,2009,165.14346
Jamaica,North America,JAM,2010,164.9189
Jamaica,North America,JAM,2011,162.80417
Jamaica,North America,JAM,2012,164.14581
Jamaica,North America,JAM,2013,171.18051
Jamaica,North America,JAM,2014,199.11005
Japan,Asia,JPN,1950,304.1724
Japan,Asia,JPN,1951,326.8829
Japan,Asia,JPN,1952,324.305
Japan,Asia,JPN,1953,336.36145
Japan,Asia,JPN,1954,319.79074
Japan,Asia,JPN,1955,322.2731
Japan,Asia,JPN,1956,347.34857
Japan,Asia,JPN,1957,360.32343
Japan,Asia,JPN,1958,341.83875
Japan,Asia,JPN,1959,351.36578
Japan,Asia,JPN,1960,368.11475
Japan,Asia,JPN,1961,368.1628
Japan,Asia,JPN,1962,378.59708
Japan,Asia,JPN,1963,369.57516
Japan,Asia,JPN,1964,366.11737
Japan,Asia,JPN,1965,379.21872
Japan,Asia,JPN,1966,362.3347
Japan,Asia,JPN,1967,359.49863
Japan,Asia,JPN,1968,361.2508
Japan,Asia,JPN,1969,356.64777
Japan,Asia,JPN,1970,360.66714
Japan,Asia,JPN,1971,336.6186
Japan,Asia,JPN,1972,324.0468
Japan,Asia,JPN,1973,331.74994
Japan,Asia,JPN,1974,326.40045
Japan,Asia,JPN,1975,308.5473
Japan,Asia,JPN,1976,302.5626
Japan,Asia,JPN,1977,286.342
Japan,Asia,JPN,1978,275.26218
Japan,Asia,JPN,1979,258.63
Japan,Asia,JPN,1980,262.21472
Japan,Asia,JPN,1981,249.4478
Japan,Asia,JPN,1982,229.12428
Japan,Asia,JPN,1983,223.89714
Japan,Asia,JPN,1984,213.58092
Japan,Asia,JPN,1985,204.10481
Japan,Asia,JPN,1986,191.0397
Japan,Asia,JPN,1987,178.83073
Japan,Asia,JPN,1988,182.58162
Japan,Asia,JPN,1989,169.46455
Japan,Asia,JPN,1990,168.36964
Japan,Asia,JPN,1991,162.05768
Japan,Asia,JPN,1992,158.13297
Japan,Asia,JPN,1993,154.72203
Japan,Asia,JPN,1994,139.35162
Japan,Asia,JPN,1995,137.11885
Japan,Asia,JPN,1996,128.01346
Japan,Asia,JPN,1997,122.86831
Japan,Asia,JPN,1998,119.12553
Japan,Asia,JPN,1999,118.52832
Japan,Asia,JPN,2000,109.44353
Japan,Asia,JPN,2001,105.766556
Japan,Asia,JPN,2002,102.76297
Japan,Asia,JPN,2003,101.97732
Japan,Asia,JPN,2004,97.963104
Japan,Asia,JPN,2005,99.09297
Japan,Asia,JPN,2006,93.96492
Japan,Asia,JPN,2007,91.0557
Japan,Asia,JPN,2008,89.60151
Japan,Asia,JPN,2009,85.44193
Japan,Asia,JPN,2010,84.88826
Japan,Asia,JPN,2011,83.703995
Japan,Asia,JPN,2012,81.06149
Japan,Asia,JPN,2013,77.33594
Japan,Asia,JPN,2014,74.48358
Japan,Asia,JPN,2020,65.08896
Japan,Asia,JPN,2019,66.68943
Japan,Asia,JPN,2018,68.42335
Japan,Asia,JPN,2017,69.77603
Japan,Asia,JPN,2016,70.211044
Japan,Asia,JPN,2015,71.88557
Jordan,Asia,JOR,2008,192.21967
Jordan,Asia,JOR,2009,188.01389
Jordan,Asia,JOR,2010,191.5881
Jordan,Asia,JOR,2011,199.09685
Jordan,Asia,JOR,2012,186.7356
Jordan,Asia,JOR,2018,146.88702
Jordan,Asia,JOR,2017,181.39755
Jordan,Asia,JOR,2016,180.141
Jordan,Asia,JOR,2015,169.21841
Kazakhstan,Asia,KAZ,1981,435.12146
Kazakhstan,Asia,KAZ,1982,435.03323
Kazakhstan,Asia,KAZ,1985,465.31702
Kazakhstan,Asia,KAZ,1986,436.9862
Kazakhstan,Asia,KAZ,1987,450.90768
Kazakhstan,Asia,KAZ,1988,464.84976
Kazakhstan,Asia,KAZ,1989,452.5173
Kazakhstan,Asia,KAZ,1990,449.60895
Kazakhstan,Asia,KAZ,1991,466.71533
Kazakhstan,Asia,KAZ,1992,469.032
Kazakhstan,Asia,KAZ,1993,528.4249
Kazakhstan,Asia,KAZ,1994,591.31683
Kazakhstan,Asia,KAZ,1995,603.4746
Kazakhstan,Asia,KAZ,1996,614.31696
Kazakhstan,Asia,KAZ,1997,595.97235
Kazakhstan,Asia,KAZ,1998,607.5308
Kazakhstan,Asia,KAZ,1999,592.6033
Kazakhstan,Asia,KAZ,2000,597.82
Kazakhstan,Asia,KAZ,2001,608.9984
Kazakhstan,Asia,KAZ,2002,617.3408
Kazakhstan,Asia,KAZ,2003,647.9952
Kazakhstan,Asia,KAZ,2004,620.5657
Kazakhstan,Asia,KAZ,2005,635.6732
Kazakhstan,Asia,KAZ,2006,623.8633
Kazakhstan,Asia,KAZ,2007,613.28564
Kazakhstan,Asia,KAZ,2008,565.0008
Kazakhstan,Asia,KAZ,2009,473.1766
Kazakhstan,Asia,KAZ,2010,470.5572
Kazakhstan,Asia,KAZ,2011,349.13965
Kazakhstan,Asia,KAZ,2012,282.80957
Kazakhstan,Asia,KAZ,2013,275.6605
Kazakhstan,Asia,KAZ,2014,232.19073
Kazakhstan,Asia,KAZ,2021,228.95827
Kazakhstan,Asia,KAZ,2020,196.17259
Kazakhstan,Asia,KAZ,2019,167.0988
Kazakhstan,Asia,KAZ,2018,175.68442
Kazakhstan,Asia,KAZ,2017,185.90884
Kazakhstan,Asia,KAZ,2015,214.0349
Kazakhstan,Asia,KAZ,2016,192.68298
Kuwait,Asia,KWT,1972,410.0002
Kuwait,Asia,KWT,1975,382.85706
Kuwait,Asia,KWT,1976,418.47275
Kuwait,Asia,KWT,1977,395.32785
Kuwait,Asia,KWT,1978,349.25473
Kuwait,Asia,KWT,1979,405.39325
Kuwait,Asia,KWT,1980,411.14746
Kuwait,Asia,KWT,1981,398.19452
Kuwait,Asia,KWT,1982,340.42426
Kuwait,Asia,KWT,1983,344.67026
Kuwait,Asia,KWT,1984,320.82037
Kuwait,Asia,KWT,1985,345.3132
Kuwait,Asia,KWT,1986,329.38852
Kuwait,Asia,KWT,1987,314.58398
Kuwait,Asia,KWT,1993,313.1673
Kuwait,Asia,KWT,1994,319.86887
Kuwait,Asia,KWT,1995,375.69293
Kuwait,Asia,KWT,1996,366.4915
Kuwait,Asia,KWT,1998,336.7256
Kuwait,Asia,KWT,1997,376.1117
Kuwait,Asia,KWT,1999,319.11182
Kuwait,Asia,KWT,2000,291.7579
Kuwait,Asia,KWT,2001,274.95908
Kuwait,Asia,KWT,2002,258.8697
Kuwait,Asia,KWT,2003,335.39154
Kuwait,Asia,KWT,2004,362.29327
Kuwait,Asia,KWT,2005,331.30157
Kuwait,Asia,KWT,2006,333.22122
Kuwait,Asia,KWT,2007,216.70825
Kuwait,Asia,KWT,2008,234.40077
Kuwait,Asia,KWT,2009,228.4359
Kuwait,Asia,KWT,2010,199.70015
Kuwait,Asia,KWT,2011,182.55064
Kuwait,Asia,KWT,2012,184.44365
Kuwait,Asia,KWT,2013,166.6514
Kuwait,Asia,KWT,2014,146.0641
Kuwait,Asia,KWT,2019,154.12183
Kuwait,Asia,KWT,2018,148.27039
Kuwait,Asia,KWT,2017,174.34975
Kuwait,Asia,KWT,2016,179.4173
Kuwait,Asia,KWT,2015,176.55974
Kyrgyzstan,Asia,KGZ,1981,397.12708
Kyrgyzstan,Asia,KGZ,1982,403.19235
Kyrgyzstan,Asia,KGZ,1985,434.74246
Kyrgyzstan,Asia,KGZ,1986,395.4914
Kyrgyzstan,Asia,KGZ,1987,410.48126
Kyrgyzstan,Asia,KGZ,1988,424.78415
Kyrgyzstan,Asia,KGZ,1989,433.01083
Kyrgyzstan,Asia,KGZ,1990,407.3666
Kyrgyzstan,Asia,KGZ,1991,403.72015
Kyrgyzstan,Asia,KGZ,1992,409.5783
Kyrgyzstan,Asia,KGZ,1993,455.05722
Kyrgyzstan,Asia,KGZ,1994,522.31757
Kyrgyzstan,Asia,KGZ,1995,511.53757
Kyrgyzstan,Asia,KGZ,1996,482.3866
Kyrgyzstan,Asia,KGZ,1997,471.0148
Kyrgyzstan,Asia,KGZ,1998,469.73785
Kyrgyzstan,Asia,KGZ,1999,463.00058
Kyrgyzstan,Asia,KGZ,2000,507.87973
Kyrgyzstan,Asia,KGZ,2001,491.64886
Kyrgyzstan,Asia,KGZ,2002,538.3757
Kyrgyzstan,Asia,KGZ,2003,538.62256
Kyrgyzstan,Asia,KGZ,2004,505.003
Kyrgyzstan,Asia,KGZ,2005,537.21875
Kyrgyzstan,Asia,KGZ,2006,552.2825
Kyrgyzstan,Asia,KGZ,2007,543.43634
Kyrgyzstan,Asia,KGZ,2008,532.53973
Kyrgyzstan,Asia,KGZ,2009,536.7965
Kyrgyzstan,Asia,KGZ,2010,527.4958
Kyrgyzstan,Asia,KGZ,2011,531.6073
Kyrgyzstan,Asia,KGZ,2012,533.59406
Kyrgyzstan,Asia,KGZ,2013,494.0688
Kyrgyzstan,Asia,KGZ,2014,493.60355
Kyrgyzstan,Asia,KGZ,2019,412.19324
Kyrgyzstan,Asia,KGZ,2018,415.2537
Kyrgyzstan,Asia,KGZ,2017,433.21268
Kyrgyzstan,Asia,KGZ,2016,433.08554
Kyrgyzstan,Asia,KGZ,2015,476.89795
Latvia,Europe,LVA,1980,548.0371
Latvia,Europe,LVA,1981,536.1837
Latvia,Europe,LVA,1982,513.642
Latvia,Europe,LVA,1983,529.284
Latvia,Europe,LVA,1984,550.1584
Latvia,Europe,LVA,1985,573.88586
Latvia,Europe,LVA,1986,513.42664
Latvia,Europe,LVA,1987,522.72784
Latvia,Europe,LVA,1988,513.954
Latvia,Europe,LVA,1989,488.40256
Latvia,Europe,LVA,1990,505.46735
Latvia,Europe,LVA,1991,490.9547
Latvia,Europe,LVA,1992,499.81488
Latvia,Europe,LVA,1993,562.6418
Latvia,Europe,LVA,1994,601.9091
Latvia,Europe,LVA,1995,565.2658
Latvia,Europe,LVA,1996,491.05545
Latvia,Europe,LVA,1997,471.28018
Latvia,Europe,LVA,1998,478.99722
Latvia,Europe,LVA,1999,451.08313
Latvia,Europe,LVA,2000,447.93152
Latvia,Europe,LVA,2001,464.82117
Latvia,Europe,LVA,2002,459.51486
Latvia,Europe,LVA,2003,454.06592
Latvia,Europe,LVA,2004,444.33157
Latvia,Europe,LVA,2005,447.5076
Latvia,Europe,LVA,2006,436.37613
Latvia,Europe,LVA,2007,435.83313
Latvia,Europe,LVA,2008,389.75906
Latvia,Europe,LVA,2009,371.31326
Latvia,Europe,LVA,2010,369.36377
Latvia,Europe,LVA,2011,349.49078
Latvia,Europe,LVA,2012,351.68326
Latvia,Europe,LVA,2013,345.13846
Latvia,Europe,LVA,2014,334.21008
Latvia,Europe,LVA,2021,332.68948
Latvia,Europe,LVA,2020,296.28012
Latvia,Europe,LVA,2019,291.66214
Latvia,Europe,LVA,2018,310.93127
Latvia,Europe,LVA,2017,316.67178
Latvia,Europe,LVA,2016,319.85425
Latvia,Europe,LVA,2015,327.24466
Lebanon,Asia,LBN,2021,61.361748
Lebanon,Asia,LBN,2020,54.479336
Lebanon,Asia,LBN,2019,90.07418
Lithuania,Europe,LTU,1981,423.62134
Lithuania,Europe,LTU,1982,411.2509
Lithuania,Europe,LTU,1985,466.8482
Lithuania,Europe,LTU,1986,427.4506
Lithuania,Europe,LTU,1987,439.9345
Lithuania,Europe,LTU,1988,431.42056
Lithuania,Europe,LTU,1989,423.22842
Lithuania,Europe,LTU,1990,437.9854
Lithuania,Europe,LTU,1991,429.7836
Lithuania,Europe,LTU,1992,421.1066
Lithuania,Europe,LTU,1993,470.48196
Lithuania,Europe,LTU,1994,459.32764
Lithuania,Europe,LTU,1995,454.8258
Lithuania,Europe,LTU,1996,436.9846
Lithuania,Europe,LTU,1997,418.6329
Lithuania,Europe,LTU,1998,409.0555
Lithuania,Europe,LTU,1999,399.92773
Lithuania,Europe,LTU,2000,382.1818
Lithuania,Europe,LTU,2001,399.03214
Lithuania,Europe,LTU,2002,398.00662
Lithuania,Europe,LTU,2003,390.42282
Lithuania,Europe,LTU,2004,389.58157
Lithuania,Europe,LTU,2005,406.1884
Lithuania,Europe,LTU,2006,407.47107
Lithuania,Europe,LTU,2007,400.40244
Lithuania,Europe,LTU,2008,375.80722
Lithuania,Europe,LTU,2009,359.3434
Lithuania,Europe,LTU,2010,356.3636
Lithuania,Europe,LTU,2011,341.87335
Lithuania,Europe,LTU,2012,335.0073
Lithuania,Europe,LTU,2013,328.69873
Lithuania,Europe,LTU,2014,311.1402
Lithuania,Europe,LTU,2021,294.0899
Lithuania,Europe,LTU,2020,294.28946
Lithuania,Europe,LTU,2019,266.22968
Lithuania,Europe,LTU,2018,281.01346
Lithuania,Europe,LTU,2017,292.85977
Lithuania,Europe,LTU,2016,309.03983
Lithuania,Europe,LTU,2015,319.15695
Luxembourg,Europe,LUX,1967,431.02536
Luxembourg,Europe,LUX,1968,459.3573
Luxembourg,Europe,LUX,1969,465.97574
Luxembourg,Europe,LUX,1970,458.37244
Luxembourg,Europe,LUX,1971,453.69604
Luxembourg,Europe,LUX,1972,391.499
Luxembourg,Europe,LUX,1973,397.03412
Luxembourg,Europe,LUX,1974,410.7491
Luxembourg,Europe,LUX,1975,413.0866
Luxembourg,Europe,LUX,1976,435.16052
Luxembourg,Europe,LUX,1977,379.13675
Luxembourg,Europe,LUX,1978,393.92432
Luxembourg,Europe,LUX,1979,387.12177
Luxembourg,Europe,LUX,1980,378.60107
Luxembourg,Europe,LUX,1981,364.0494
Luxembourg,Europe,LUX,1982,349.2747
Luxembourg,Europe,LUX,1983,359.88702
Luxembourg,Europe,LUX,1984,358.3622
Luxembourg,Europe,LUX,1985,342.08124
Luxembourg,Europe,LUX,1986,326.13818
Luxembourg,Europe,LUX,1987,323.3031
Luxembourg,Europe,LUX,1988,298.8283
Luxembourg,Europe,LUX,1989,298.28003
Luxembourg,Europe,LUX,1990,273.25198
Luxembourg,Europe,LUX,1991,253.42337
Luxembourg,Europe,LUX,1992,248.33849
Luxembourg,Europe,LUX,1993,239.46977
Luxembourg,Europe,LUX,1994,221.69585
Luxembourg,Europe,LUX,1995,211.66959
Luxembourg,Europe,LUX,1996,223.05931
Luxembourg,Europe,LUX,1997,206.10268
Luxembourg,Europe,LUX,1998,197.53474
Luxembourg,Europe,LUX,1999,184.87076
Luxembourg,Europe,LUX,2000,173.10283
Luxembourg,Europe,LUX,2001,181.06102
Luxembourg,Europe,LUX,2002,177.4946
Luxembourg,Europe,LUX,2003,190.08783
Luxembourg,Europe,LUX,2004,163.03548
Luxembourg,Europe,LUX,2005,161.97586
Luxembourg,Europe,LUX,2006,166.4894
Luxembourg,Europe,LUX,2007,150.1842
Luxembourg,Europe,LUX,2008,138.40326
Luxembourg,Europe,LUX,2009,132.96281
Luxembourg,Europe,LUX,2010,122.20283
Luxembourg,Europe,LUX,2011,119.578964
Luxembourg,Europe,LUX,2012,110.55043
Luxembourg,Europe,LUX,2013,102.73006
Luxembourg,Europe,LUX,2014,97.61374
Luxembourg,Europe,LUX,2021,70.91903
Luxembourg,Europe,LUX,2020,77.35233
Luxembourg,Europe,LUX,2019,79.37911
Luxembourg,Europe,LUX,2018,88.24319
Luxembourg,Europe,LUX,2017,97.57406
Luxembourg,Europe,LUX,2016,95.97439
Luxembourg,Europe,LUX,2015,92.92849
Malaysia,Asia,MYS,2020,119.34524
Malaysia,Asia,MYS,2019,113.19008
Malaysia,Asia,MYS,2018,136.16893
Malaysia,Asia,MYS,2017,104.9696
Malaysia,Asia,MYS,2016,90.08388
Malaysia,Asia,MYS,2015,91.07099
Malaysia,Asia,MYS,2014,88.49979
Malaysia,Asia,MYS,2013,87.89143
Malaysia,Asia,MYS,2012,91.50058
Malaysia,Asia,MYS,2011,94.806404
Malaysia,Asia,MYS,2010,92.83803
Malaysia,Asia,MYS,2009,96.10945
Malaysia,Asia,MYS,2008,109.688736
Malaysia,Asia,MYS,2007,106.59867
Malaysia,Asia,MYS,2006,107.912384
Malaysia,Asia,MYS,2005,109.34683
Malaysia,Asia,MYS,2004,109.57354
Malaysia,Asia,MYS,2003,111.5029
Malaysia,Asia,MYS,2002,113.8255
Malaysia,Asia,MYS,2001,119.06479
Malaysia,Asia,MYS,2000,113.08715
Maldives,Asia,MDV,2000,31.486345
Maldives,Asia,MDV,2001,253.8509
Maldives,Asia,MDV,2002,239.40376
Maldives,Asia,MDV,2003,297.17627
Maldives,Asia,MDV,2004,128.91493
Maldives,Asia,MDV,2005,39.523712
Maldives,Asia,MDV,2007,257.75595
Maldives,Asia,MDV,2008,228.00816
Maldives,Asia,MDV,2010,252.9829
Maldives,Asia,MDV,2011,237.62485
Maldives,Asia,MDV,2012,221.82495
Maldives,Asia,MDV,2013,203.42694
Maldives,Asia,MDV,2014,215.79953
Maldives,Asia,MDV,2019,99.05189
Maldives,Asia,MDV,2018,149.36906
Maldives,Asia,MDV,2017,182.14691
Maldives,Asia,MDV,2016,184.51863
Maldives,Asia,MDV,2015,197.96652
Malta,Europe,MLT,1965,568.2943
Malta,Europe,MLT,1967,523.2308
Malta,Europe,MLT,1968,512.47504
Malta,Europe,MLT,1969,482.39908
Malta,Europe,MLT,1970,461.13773
Malta,Europe,MLT,1971,460.05322
Malta,Europe,MLT,1972,434.70956
Malta,Europe,MLT,1973,570.01776
Malta,Europe,MLT,1974,517.47845
Malta,Europe,MLT,1975,576.2628
Malta,Europe,MLT,1976,616.95605
Malta,Europe,MLT,1977,716.4341
Malta,Europe,MLT,1978,812.1982
Malta,Europe,MLT,1979,722.1378
Malta,Europe,MLT,1980,795.0402
Malta,Europe,MLT,1981,944.7208
Malta,Europe,MLT,1982,481.084
Malta,Europe,MLT,1983,502.23038
Malta,Europe,MLT,1984,420.4605
Malta,Europe,MLT,1985,401.64944
Malta,Europe,MLT,1986,462.56912
Malta,Europe,MLT,1987,466.4683
Malta,Europe,MLT,1988,364.7751
Malta,Europe,MLT,1989,315.89948
Malta,Europe,MLT,1990,316.7568
Malta,Europe,MLT,1991,322.0366
Malta,Europe,MLT,1992,293.2376
Malta,Europe,MLT,1993,279.1959
Malta,Europe,MLT,1994,253.51343
